Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
no,male,0,yes,yes,52,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.85,0.7,1071.6
no,female,1,yes,no,62,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),97.95,3.26,5936.55
no,male,0,yes,yes,42,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,73.15,2.44,3088.25
no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.15,2.64,827.7
yes,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,3.77,7856.0
no,female,0,yes,yes,41,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),94.3,3.14,3893.6
no,male,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.8,2.16,4719.75
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,mailed check,80.85,2.7,80.85
yes,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,2.32,131.65
yes,female,1,no,no,2,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.55,2.85,187.45
no,female,0,no,no,49,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),100.65,3.36,4917.75
yes,male,1,no,no,36,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,90.85,3.03,3186.7
no,female,0,yes,no,56,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.6,3.52,6068.65
no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),104.8,3.49,7470.1
yes,male,1,yes,yes,71,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),105.1,3.5,7548.1
no,male,1,no,no,11,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.5,2.62,874.2
yes,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),104.05,3.47,1133.65
yes,male,0,yes,yes,51,no,no,dsl,yes,yes,yes,no,yes,yes,one year,no,electronic check,59.3,1.98,3014.65
no,female,0,yes,yes,29,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),87.8,2.93,2621.75
no,male,0,yes,no,53,yes,yes,fiber optic,no,yes,no,yes,no,yes,one year,no,bank transfer (automatic),97.75,3.26,5043.2
yes,male,0,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.4,1.65,184.4
no,male,0,yes,yes,46,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.1,0.67,936.85
no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,24.55,0.82,1750.7
no,female,0,yes,no,63,yes,no,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),81.15,2.7,5224.5
no,female,1,no,no,60,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,bank transfer (automatic),101.4,3.38,6176.6
yes,female,0,yes,yes,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.25,3.34,1064.65
yes,male,0,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.55,3.38,298.35
yes,male,0,no,no,32,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,2.68,2596.15
no,male,0,no,no,35,yes,yes,fiber optic,no,no,yes,yes,yes,no,month-to-month,no,electronic check,95.5,3.18,3418.2
no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.65,3.72,8022.85
no,male,0,yes,yes,48,yes,no,dsl,no,yes,yes,no,no,no,one year,yes,credit card (automatic),55.8,1.86,2651.2
yes,female,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.95,2.86,2628.6
no,female,0,yes,yes,53,no,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),48.7,1.62,2495.2
no,female,0,no,no,7,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),62.8,2.09,418.3
no,male,0,no,no,46,yes,no,no,no,no,no,no,no,no,two year,no,electronic check,19.95,0.66,907.05
no,male,0,no,no,12,no,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),50.95,1.7,605.75
no,female,0,yes,yes,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,92.85,3.1,5980.75
no,female,0,no,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,0.65,270.6
no,female,0,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),98.05,3.27,3990.6
no,male,0,no,no,51,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),24.6,0.82,1266.4
no,male,1,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,one year,yes,electronic check,51.0,1.7,1381.8
no,female,0,no,no,66,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),61.35,2.04,4193.4
yes,female,0,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),87.15,2.9,183.75
no,male,0,yes,yes,43,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),79.15,2.64,3566.6
no,female,0,yes,yes,58,yes,yes,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,75.8,2.53,4415.75
no,male,0,yes,yes,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,no,bank transfer (automatic),79.85,2.66,5234.95
no,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.6,3.82,8100.25
no,male,0,yes,yes,31,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.75,0.86,755.6
no,male,0,yes,no,71,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,20.85,0.7,1539.75
no,male,0,yes,no,31,yes,yes,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),90.55,3.02,2929.75
no,male,0,yes,no,48,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,bank transfer (automatic),96.9,3.23,4473.45
no,male,1,yes,no,72,yes,yes,dsl,no,no,yes,no,yes,yes,two year,yes,credit card (automatic),73.45,2.45,5329.0
no,male,1,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,2.58,5396.25
no,male,1,yes,no,54,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.05,3.3,5295.7
no,male,1,no,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),25.1,0.84,1789.9
no,female,0,yes,no,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.1,3.14,5475.9
no,female,1,yes,yes,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,107.45,3.58,7047.5
no,male,0,yes,yes,34,no,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,electronic check,44.85,1.5,1442.6
no,male,0,no,yes,37,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,credit card (automatic),61.45,2.05,2302.35
no,male,0,no,no,4,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,90.65,3.02,367.95
no,male,0,yes,yes,62,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,105.5,3.52,6487.2
no,female,0,no,no,52,yes,yes,fiber optic,no,yes,no,no,no,no,one year,yes,mailed check,80.2,2.67,4297.6
no,male,0,yes,no,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,0.68,158.35
no,female,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.4,0.65,1346.2
no,male,0,no,no,12,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.55,2.98,1021.75
no,female,0,yes,yes,5,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,25.05,0.84,125.5
yes,male,0,no,no,2,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,94.95,3.16,178.1
no,male,0,no,yes,1,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.2,0.81,24.2
no,female,0,no,no,28,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,56.05,1.87,1522.65
no,female,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,64.6,2.15,174.2
no,male,0,no,no,58,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),24.45,0.82,1513.6
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.2,0.67,20.2
yes,male,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),84.4,2.81,732.5
no,female,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),105.15,3.51,7555.0
no,male,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),65.65,2.19,4664.5
yes,male,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.8,2.66,973.45
yes,male,0,yes,no,51,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.65,3.16,4812.75
no,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,1.53,105.6
yes,male,0,no,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,88.7,2.96,1761.45
no,female,0,yes,no,18,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.3,1.68,908.75
no,male,0,no,no,37,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),104.5,3.48,3778.0
no,female,1,no,no,50,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,83.4,2.78,4113.7
no,female,0,no,yes,21,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.75,0.69,452.2
yes,male,1,yes,no,36,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.25,2.84,3132.75
no,male,0,yes,yes,69,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.35,3.81,7665.8
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.6,2.35,70.6
no,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.45,3.48,7459.0
no,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,91.05,3.03,6293.75
yes,female,0,no,no,1,no,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,35.75,1.19,35.75
yes,female,0,no,no,5,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,93.9,3.13,486.85
yes,male,0,no,no,34,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.35,3.54,3549.25
no,female,0,no,no,38,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.05,0.67,678.2
no,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,3.17,2162.6
no,male,0,no,no,45,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.9,1.7,2298.55
yes,female,1,yes,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.0,2.8,613.4
no,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.8,0.66,272.95
yes,male,1,yes,no,52,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,104.2,3.47,5568.35
no,female,1,yes,no,66,no,no,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer (automatic),45.55,1.52,3027.25
no,female,1,no,no,66,yes,yes,dsl,yes,yes,no,yes,no,no,one year,yes,credit card (automatic),63.85,2.13,4174.35
yes,male,1,yes,no,32,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),80.3,2.68,2483.05
no,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.05,1.5,523.1
no,female,0,yes,yes,32,yes,no,dsl,yes,yes,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),76.3,2.54,2404.15
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.6,2.65,79.6
no,female,0,yes,yes,60,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.6,2.69,4946.7
yes,male,0,no,no,37,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),98.8,3.29,3475.55
no,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),19.7,0.66,180.7
no,male,0,yes,yes,67,no,no,dsl,yes,no,no,no,yes,yes,two year,no,credit card (automatic),50.9,1.7,3281.65
no,male,1,yes,no,65,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,bank transfer (automatic),70.95,2.37,4555.2
no,male,0,no,no,5,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.65,2.49,383.65
no,male,0,no,no,16,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,55.3,1.84,875.35
no,male,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.35,1.71,262.3
no,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.6,2.49,548.9
no,female,0,no,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,24.55,0.82,1719.15
no,male,0,no,no,57,yes,yes,fiber optic,no,no,no,yes,yes,no,two year,yes,credit card (automatic),90.45,3.02,5229.8
yes,female,1,no,no,4,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.8,3.33,442.85
no,male,1,yes,no,30,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,77.9,2.6,2351.45
yes,male,0,no,no,1,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.45,3.38,101.45
yes,female,0,yes,yes,25,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),89.15,2.97,2257.75
no,female,0,no,no,32,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,54.2,1.81,1739.6
no,male,0,no,no,10,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,mailed check,59.65,1.99,638.95
no,female,0,no,no,12,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.15,2.97,1057.55
no,female,0,no,yes,14,yes,yes,fiber optic,yes,no,no,yes,no,no,month-to-month,yes,mailed check,86.0,2.87,1164.05
no,female,0,yes,no,19,yes,no,dsl,no,yes,no,no,no,yes,month-to-month,yes,mailed check,59.8,1.99,1130.85
no,male,1,yes,no,41,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.55,3.15,3851.45
yes,male,1,yes,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),108.4,3.61,7318.2
no,male,0,no,no,69,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.2,3.51,7386.05
no,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.35,2.34,139.25
no,female,0,yes,yes,33,yes,yes,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),24.25,0.81,838.5
no,male,0,yes,yes,12,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,0.66,258.35
yes,male,0,no,yes,3,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,electronic check,91.85,3.06,257.05
yes,male,0,yes,yes,11,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),79.5,2.65,868.5
no,female,0,yes,no,58,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,94.3,3.14,5610.15
no,female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.8,1.66,1049.05
yes,male,0,no,no,62,yes,yes,fiber optic,yes,yes,no,yes,no,yes,one year,no,electronic check,102.0,3.4,6529.25
yes,female,0,yes,no,7,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.1,2.7,576.65
no,female,1,yes,yes,61,yes,yes,dsl,no,no,yes,no,yes,no,one year,yes,electronic check,65.2,2.17,3965.05
no,male,0,no,no,27,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,53.45,1.78,1461.45
no,female,0,no,no,53,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,mailed check,100.3,3.34,5200.8
no,female,0,no,yes,19,yes,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,75.9,2.53,1375.6
yes,male,0,yes,yes,19,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,103.3,3.44,2012.7
no,male,0,yes,yes,56,yes,yes,no,no,no,no,no,no,no,one year,yes,mailed check,24.45,0.82,1431.65
no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.75,3.86,8443.7
no,male,0,yes,no,17,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.5,2.68,1336.9
no,male,0,yes,yes,70,yes,no,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),101.1,3.37,6994.8
no,male,1,yes,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.45,2.15,4641.1
no,male,0,yes,yes,69,yes,no,dsl,yes,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),80.65,2.69,5542.55
yes,male,0,yes,yes,65,yes,no,dsl,yes,no,no,yes,yes,yes,two year,yes,bank transfer (automatic),74.8,2.49,4820.15
no,male,1,yes,no,43,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,94.3,3.14,3953.15
no,female,0,yes,yes,41,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.3,0.64,772.4
no,male,0,yes,no,46,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.6,0.65,851.2
yes,male,0,yes,yes,61,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,106.0,3.53,6547.7
no,male,0,no,no,19,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.95,0.66,373.5
no,female,0,no,no,68,no,no,dsl,yes,no,yes,yes,no,no,two year,no,mailed check,38.9,1.3,2719.2
no,female,0,yes,yes,52,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),95.7,3.19,4976.15
no,male,0,yes,no,24,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,0.67,533.9
no,female,0,no,no,33,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,yes,mailed check,60.9,2.03,2033.85
yes,female,1,no,no,3,no,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.3,0.84,77.75
yes,female,0,yes,no,24,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.3,3.31,2431.35
no,female,0,yes,yes,31,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,21.0,0.7,697.7
no,female,1,yes,no,67,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),107.05,3.57,7142.5
yes,female,0,no,no,4,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,60.4,2.01,272.15
yes,female,1,no,no,2,no,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.35,0.81,41.85
no,male,0,no,no,22,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,93.2,3.11,2157.3
no,male,0,yes,no,66,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.9,2.86,5595.3
yes,male,1,no,no,2,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),66.4,2.21,94.55
yes,male,0,no,no,2,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,55.1,1.84,113.35
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.25,2.68,80.25
no,female,0,yes,yes,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),82.0,2.73,5999.85
no,male,0,no,no,20,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.7,0.66,419.4
no,female,0,yes,yes,66,yes,no,dsl,no,no,no,yes,no,no,one year,yes,credit card (automatic),49.4,1.65,3251.85
yes,female,0,yes,yes,34,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,87.45,2.92,2874.15
no,female,0,yes,no,47,yes,no,dsl,yes,no,yes,no,yes,no,one year,yes,credit card (automatic),66.05,2.2,3021.45
no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,55.25,1.84,55.25
yes,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.95,3.47,7446.9
no,female,0,no,no,70,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),90.25,3.01,6385.95
no,female,0,no,no,17,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.15,0.67,353.65
yes,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.25,0.64,19.25
no,male,0,yes,yes,46,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,24.9,0.83,1174.8
no,male,0,no,yes,41,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,111.15,3.7,4507.15
yes,female,0,no,no,54,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,100.1,3.34,5440.9
yes,male,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.9,0.66,19.9
no,male,0,no,no,8,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),54.75,1.82,438.05
yes,female,0,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.2,3.14,1046.1
no,male,0,no,yes,33,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.15,0.67,682.15
yes,female,0,yes,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,103.9,3.46,2254.2
yes,female,0,yes,yes,12,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.5,2.82,916.9
no,male,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.0,1.47,44.0
no,male,0,yes,yes,25,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,no,electronic check,85.9,2.86,2199.05
no,male,0,yes,yes,33,yes,no,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),74.75,2.49,2453.3
no,female,0,no,no,11,yes,no,dsl,no,no,no,yes,yes,yes,month-to-month,no,mailed check,70.5,2.35,829.3
no,female,0,no,no,47,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.15,0.67,1046.2
no,male,1,no,no,7,no,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,44.4,1.48,265.8
no,male,0,no,no,49,no,no,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),30.2,1.01,1453.1
yes,male,0,yes,no,49,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.05,3.3,4853.75
yes,female,0,yes,no,55,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,77.75,2.59,4458.15
no,female,0,yes,no,20,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.25,0.64,375.25
no,female,1,yes,no,28,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,25.7,0.86,734.6
yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.75,2.33,69.75
no,female,0,yes,no,4,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.7,1.82,235.05
no,female,0,no,no,42,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),20.75,0.69,844.45
no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.9,2.33,69.9
no,male,0,no,no,4,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,56.4,1.88,234.85
no,female,0,no,no,41,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,20.45,0.68,775.6
no,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.95,0.66,257.0
no,male,0,yes,yes,50,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.95,0.83,1261.45
yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.85,2.33,69.85
yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.3,1.51,45.3
no,female,1,yes,yes,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.9,3.5,6891.45
no,male,0,no,yes,10,yes,yes,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),24.8,0.83,223.9
yes,female,1,yes,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,79.2,2.64,172.85
no,male,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,0.65,19.65
no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.35,0.68,35.1
yes,female,1,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.3,2.51,75.3
yes,female,1,no,no,16,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.15,3.2,1529.2
no,male,0,yes,yes,27,yes,no,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),80.65,2.69,2209.75
no,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.3,0.68,1131.5
