customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
4945-RVMTE,no,female,0,no,no,28,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),59.55,1.98,1646.45
4946-EDSEW,yes,female,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.25,0.64,180.3
4947-DSMXK,no,male,0,yes,yes,34,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),97.7,3.26,3410.0
4948-WBBKL,no,female,1,no,no,36,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.9,2.5,2659.45
4950-BDEUX,no,male,0,no,no,35,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,no,electronic check,49.2,1.64,1701.65
4950-HKQTE,no,female,0,no,no,22,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,26.25,0.88,605.9
4951-UKAAQ,yes,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,88.95,2.97,355.2
4952-YSOGZ,yes,female,0,yes,yes,4,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.95,2.86,381.3
4955-VCWBI,no,female,0,yes,yes,43,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.0,0.67,817.95
4957-SREEC,no,male,0,yes,yes,70,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.35,0.68,1458.1
4957-TIALW,no,female,0,no,yes,15,yes,no,dsl,yes,yes,yes,yes,no,no,one year,no,credit card (automatic),65.6,2.19,1010.0
4957-TREIR,no,male,0,no,no,3,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),64.4,2.15,195.65
4958-GZWIY,yes,male,0,yes,yes,7,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,48.7,1.62,340.25
4958-XCBDQ,yes,male,1,no,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,101.4,3.38,3496.3
4959-JOSRX,yes,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,1.49,80.55
4962-CHQPW,no,male,0,no,yes,29,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.85,0.66,535.05
4967-WPNCF,no,male,0,no,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),63.7,2.12,4464.8
4971-PUYQO,yes,female,0,no,no,27,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,94.55,3.15,2724.6
4973-MGTON,no,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),84.4,2.81,5969.3
4973-RLZVI,no,female,0,no,no,30,yes,no,dsl,yes,yes,yes,yes,yes,no,one year,no,credit card (automatic),74.65,2.49,2308.6
4976-LNFVV,no,male,1,yes,no,19,no,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),34.3,1.14,577.15
4979-HPRFL,no,male,0,yes,yes,56,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.15,0.8,1402.25
4980-URKXC,no,male,0,yes,no,36,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.85,0.7,720.05
4981-FLTMF,no,female,0,yes,yes,57,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),65.2,2.17,3687.85
4983-CCWMC,no,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.6,2.32,207.4
4983-CLMLV,no,female,0,yes,no,52,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),102.7,3.42,5138.1
4986-MXSFP,no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.0,0.67,40.9
4987-GQWPO,no,male,0,no,no,17,no,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),25.1,0.84,382.8
4988-IQIGL,yes,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.35,2.51,75.35
4989-LIXVT,no,male,1,no,no,68,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.9,3.2,6503.2
4990-ALDGW,no,male,0,no,no,57,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.75,0.69,1118.8
4992-LTJNE,no,male,0,yes,yes,72,yes,yes,dsl,yes,no,no,no,no,no,two year,no,bank transfer (automatic),55.3,1.84,3983.6
4993-JCRGJ,no,male,0,no,no,26,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,mailed check,84.3,2.81,2281.6
4994-OBRSZ,no,male,0,no,yes,14,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),76.1,2.54,1054.8
4998-IKFSE,no,female,0,no,no,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,100.45,3.35,3096.9
4999-IEZLT,no,male,0,no,no,66,no,no,dsl,no,no,no,yes,no,no,one year,no,credit card (automatic),29.45,0.98,1983.15
5002-GCQFH,no,male,0,yes,no,49,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),93.85,3.13,4733.1
5003-OKNNK,no,female,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.35,0.68,335.95
5003-XZWWO,no,male,0,yes,no,71,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),84.2,2.81,5956.85
5006-MXVRN,no,female,0,no,no,39,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.7,0.69,762.45
5010-IPEAQ,no,female,0,yes,yes,67,no,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),54.2,1.81,3623.95
5012-YSPJJ,no,male,0,yes,yes,31,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,54.35,1.81,1647.0
5013-SBUIH,yes,female,0,no,no,50,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,electronic check,109.65,3.66,5551.15
5014-GSOUQ,no,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.95,0.66,243.65
5014-WUQMG,no,male,0,yes,yes,47,yes,no,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,96.1,3.2,4391.45
5016-ETTFF,yes,male,0,no,no,10,no,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,29.5,0.98,255.25
5016-IBERQ,no,male,0,yes,no,23,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,electronic check,84.25,2.81,1968.1
5016-LIPDW,no,male,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.4,0.65,1061.6
5018-GWURO,no,female,0,yes,no,56,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.6,2.85,4902.8
5018-HEKFO,no,female,0,no,no,10,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,mailed check,24.5,0.82,270.15
5018-LXQQG,no,female,0,yes,yes,30,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,bank transfer (automatic),66.3,2.21,1923.5
5019-GQVCR,no,male,1,no,no,43,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.85,2.83,3645.6
5020-ZSTTY,yes,female,1,no,no,54,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),82.45,2.75,4350.1
5022-JNQEQ,no,female,0,yes,yes,9,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,electronic check,75.85,2.53,647.5
5022-KVDQT,no,male,0,no,no,27,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.3,2.71,2272.8
5025-GOOKI,no,female,0,no,no,20,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),18.9,0.63,347.65
5027-QPKTE,yes,male,0,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,2.31,451.1
5027-XWQHA,yes,male,0,no,no,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,1.49,270.95
5027-YOCXN,no,male,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),110.05,3.67,5686.4
5028-GZLDO,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),70.7,2.36,140.7
5028-HTLJB,yes,male,1,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,20.05
5032-MIYKT,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.7,2.36,70.7
5032-USPKF,no,female,0,no,no,38,yes,yes,dsl,yes,yes,yes,no,yes,yes,one year,no,bank transfer (automatic),84.1,2.8,3187.65
5035-BVCXS,no,male,0,no,no,11,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,75.9,2.53,866.4
5035-PGZXH,no,female,0,no,no,56,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.8,3.56,5914.4
5038-ETMLM,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),113.65,3.79,8182.75
5039-LZRQT,no,female,0,no,no,13,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.2,0.67,273.25
5043-TRZWM,no,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,75.55,2.52,75.55
5044-LRQAQ,no,female,0,yes,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.2,2.31,477.55
5044-XDPYX,no,female,0,yes,no,51,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.5,0.85,1281.25
5046-NUHWD,no,female,1,yes,no,29,no,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45.0,1.5,1228.65
5047-LHVLY,yes,male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.15,1.67,50.15
5049-GLYVG,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.6,0.69,20.6
5049-MUBWG,no,male,0,no,no,26,yes,no,dsl,yes,no,no,yes,yes,yes,one year,no,bank transfer (automatic),75.0,2.5,1908.35
5052-PNLOS,yes,male,0,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,3.51,323.25
5054-IEXZT,yes,male,0,no,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,75.35,2.51,75.35
5055-BRMNE,no,female,0,yes,yes,67,yes,yes,fiber optic,yes,no,no,yes,yes,yes,two year,no,credit card (automatic),106.7,3.56,7009.5
5055-MGMGF,no,female,0,yes,no,65,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,3.5,6914.95
5056-FIMPT,no,female,0,no,yes,43,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),106.0,3.53,4532.3
5057-LCOUI,yes,female,0,no,no,39,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,50.75,1.69,2011.4
5057-RKGLH,no,female,0,yes,yes,9,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.35,0.68,191.1
5060-TQUQN,no,male,0,yes,yes,30,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,bank transfer (automatic),83.55,2.78,2570.2
5061-PBXFW,no,female,0,yes,yes,32,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.4,2.05,1864.65
5062-CJJKH,no,male,0,yes,yes,25,yes,no,dsl,no,yes,yes,no,no,no,one year,no,mailed check,53.65,1.79,1355.45
5063-IUOKK,no,male,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.75,0.66,265.75
5066-GFJMM,no,female,0,yes,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.9,0.66,45.75
5067-DGXLL,no,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,0.68,36.8
5067-WJEUN,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,no,no,no,two year,yes,bank transfer (automatic),54.2,1.81,3838.2
5067-XJQFU,no,male,1,yes,yes,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic check,108.45,3.62,7076.35
5071-FBJFS,no,female,0,yes,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.3,1.68,217.1
5073-RZGBK,no,female,0,yes,yes,50,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),80.05,2.67,4042.2
5073-WXOYN,yes,female,0,no,no,60,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.8,1.69,3027.4
5074-FBGHB,no,male,0,no,no,64,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),104.65,3.49,6889.8
5075-JSDKI,no,female,0,no,no,59,yes,yes,no,no,no,no,no,no,no,two year,no,electronic check,24.45,0.82,1493.1
5076-YVXCM,no,male,0,no,no,51,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),83.4,2.78,4149.45
5077-DXTCG,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.3,1.51,45.3
5081-NWSUP,no,female,0,no,no,10,yes,no,dsl,no,yes,no,yes,no,yes,one year,no,mailed check,64.9,2.16,685.55
5084-OOVCJ,no,female,0,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,credit card (automatic),55.35,1.84,920.5
5087-SUURX,yes,female,0,yes,no,18,no,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,39.05,1.3,669.85
5088-QZLRL,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,20.65,0.69,20.65
5089-IFSDP,yes,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),109.45,3.65,6144.55
5090-EMGTC,no,female,0,yes,no,59,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,mailed check,100.05,3.34,6034.85
5091-HFAZW,no,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,91.15,3.04,168.5
5092-STPKP,no,female,0,no,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),56.35,1.88,1381.2
5093-FEGLU,no,female,0,yes,no,47,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.65,0.65,921.55
5095-AESKG,yes,female,0,yes,no,3,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),91.5,3.05,242.95
5095-ETBRJ,no,female,0,yes,no,55,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,mailed check,56.8,1.89,3112.05
5099-BAILX,yes,male,1,yes,yes,43,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),110.75,3.69,4687.9
5103-MHMHY,yes,female,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.95,1.53,45.95
5108-ADXWO,yes,male,0,no,no,11,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,73.5,2.45,791.75
5110-CHOPY,no,female,0,no,no,60,no,no,dsl,yes,no,yes,no,yes,yes,two year,no,electronic check,53.6,1.79,3237.05
5115-GZDEL,no,male,0,no,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),67.2,2.24,4671.7
5115-SQAAU,no,female,0,yes,yes,69,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.6,0.85,1673.4
5117-IFGPS,no,male,1,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.3,2.81,2357.75
5117-ZSMHQ,no,female,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),89.9,3.0,6342.7
5118-MUEYH,no,female,0,yes,no,48,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),105.1,3.5,5083.55
5119-KEPFY,no,male,0,yes,no,36,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.0,3.17,3440.25
5119-NZPTV,no,male,1,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.1,2.34,141.65
5120-ZBLAI,no,female,0,yes,no,50,yes,yes,dsl,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),75.7,2.52,3876.2
5122-CYFXA,no,female,0,no,no,3,yes,no,dsl,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,75.3,2.51,244.1
5124-EOGYE,no,male,0,no,no,31,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.45,0.68,638.55
5125-CNDSP,no,male,0,no,yes,63,no,no,dsl,yes,yes,no,yes,no,no,one year,yes,bank transfer (automatic),40.6,1.35,2588.95
5126-RCXYW,no,male,0,yes,yes,54,no,no,dsl,no,no,yes,yes,no,yes,two year,no,credit card (automatic),46.0,1.53,2424.05
5127-BZENZ,no,female,0,yes,yes,56,yes,yes,dsl,yes,no,no,no,yes,no,one year,no,bank transfer (automatic),65.2,2.17,3512.15
5129-HHMZC,no,female,0,yes,no,43,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,no,credit card (automatic),86.45,2.88,3574.5
5129-JLPIS,no,male,0,no,no,25,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,105.5,3.52,2686.05
5130-IEKQT,yes,male,1,no,no,25,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,105.95,3.53,2655.25
5130-YPIRV,no,female,0,yes,no,62,yes,no,dsl,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),72.0,2.4,4284.2
5131-PONJI,no,male,0,yes,yes,49,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),90.4,3.01,4494.65
5133-POWUA,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.8,1.53,45.8
5133-VRSAB,no,male,0,no,no,8,no,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,29.35,0.98,216.45
5134-IKDAY,yes,female,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.8,2.33,69.8
5135-GRQJV,no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,114.5,3.82,8331.95
5135-RDDQL,no,female,0,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two year,yes,bank transfer (automatic),50.65,1.69,3221.25
5136-GFPMB,no,male,0,no,no,54,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,no,credit card (automatic),89.4,2.98,4869.5
5136-KCKGI,yes,female,0,yes,yes,33,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,mailed check,103.7,3.46,3467.0
5136-RGMZO,no,male,0,no,no,31,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,71.05,2.37,2168.15
5138-WVKYJ,yes,male,0,no,no,10,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,electronic check,98.55,3.28,1008.55
5140-FOMCQ,no,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.15,3.64,6557.75
5141-ZUVBH,no,female,0,no,yes,9,yes,no,fiber optic,yes,no,yes,yes,no,yes,month-to-month,no,bank transfer (automatic),93.0,3.1,870.25
5143-EGQFK,yes,female,1,no,no,10,no,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.65,0.99,291.4
5143-WMWOG,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.95,0.66,19.95
5144-PQCDZ,no,male,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.95,0.66,59.25
5144-TVGLP,no,male,1,no,no,38,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.75,3.16,3653.0
5146-CBVOE,no,female,0,no,no,16,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),75.1,2.5,1212.85
5146-YYFRZ,no,male,0,no,no,67,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.95,0.66,1311.75
5148-HKFIR,no,female,0,no,no,20,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,0.66,406.95
5148-ORICT,no,female,0,yes,no,64,yes,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,74.35,2.48,4759.55
5149-CUZUJ,no,male,0,yes,yes,28,yes,no,fiber optic,no,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),92.9,3.1,2768.35
5149-QYTTU,no,female,0,yes,yes,71,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),95.15,3.17,6770.85
5149-TGWDZ,no,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,mailed check,104.55,3.48,2239.4
5150-ITWWB,no,male,1,no,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.85,3.16,335.75
5150-LJNSR,no,male,0,yes,yes,31,yes,yes,fiber optic,yes,no,yes,no,yes,no,one year,no,bank transfer (automatic),98.05,3.27,3082.1
5151-HQRDG,no,male,0,yes,no,37,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,55.05,1.84,2030.75
5153-LXKDT,no,male,0,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,electronic check,110.2,3.67,7467.5
5153-RTHKF,no,female,0,no,no,34,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,85.35,2.84,2896.6
5154-VEKBL,yes,female,0,no,no,9,no,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,mailed check,58.5,1.95,539.85
5155-AZQPB,no,female,0,yes,yes,28,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.9,1.66,1410.25
5156-UMKOW,no,female,0,no,yes,3,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,29.65,0.99,90.05
5158-RIVOP,no,female,0,yes,yes,11,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.9,0.7,202.3
5159-YFPKQ,yes,female,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,75.8,2.53,160.75
5160-UXJED,no,male,0,no,yes,17,yes,no,dsl,no,no,no,no,no,no,one year,no,mailed check,44.6,1.49,681.4
5161-UBZXI,no,male,0,yes,yes,69,yes,no,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),106.35,3.54,7261.75
5161-XEUVX,no,male,0,yes,no,37,yes,yes,fiber optic,no,no,yes,yes,yes,no,two year,no,mailed check,94.3,3.14,3460.95
5167-GBFRE,yes,male,1,no,no,4,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.2,0.84,102.5
5167-ZFFMM,yes,male,0,no,no,1,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),90.85,3.03,90.85
5168-MQQCA,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),108.5,3.62,8003.8
5168-MSWXT,no,male,0,yes,yes,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.75,3.16,759.55
5170-PTRKA,no,female,0,yes,yes,49,no,no,dsl,yes,no,no,yes,no,no,one year,yes,credit card (automatic),35.8,1.19,1782.0
5171-EPLKN,no,male,0,no,no,27,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.85,0.66,470.0
5172-MIGPM,no,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed check,65.55,2.18,237.2
5172-RKOCB,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.95,3.63,7875.0
5173-WXOQV,no,male,0,yes,no,2,yes,no,dsl,no,yes,no,yes,no,yes,month-to-month,yes,mailed check,64.2,2.14,143.65
5173-ZXXXL,no,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.95,0.66,47.7
5174-ITUMV,no,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,105.4,3.51,6989.45
5174-RNGBH,yes,female,0,no,no,9,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,mailed check,66.25,2.21,620.55
5175-AOBHI,yes,female,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,46.0,1.53,193.6
5175-WLYXL,no,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,78.85,2.63,1600.25
5176-LDKUH,no,female,0,no,no,48,yes,no,fiber optic,no,yes,no,no,no,no,one year,no,electronic check,75.15,2.51,3772.65
5176-LMJXE,no,female,0,no,no,47,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.55,0.68,945.7
5176-OLSKT,no,female,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,bank transfer (automatic),66.9,2.23,4370.25
5177-RVZNU,no,female,0,no,yes,37,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.3,0.68,755.4
5178-LMXOP,yes,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.1,3.17,95.1
5180-UCIIQ,yes,male,1,yes,yes,22,no,no,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,1.34,880.2
5181-OABFK,no,female,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),61.3,2.04,3346.8
5183-KLYEM,no,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),112.75,3.76,8192.6
5183-SNMJQ,no,male,0,no,no,10,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),95.1,3.17,865.1
5186-EJEGL,no,male,0,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.5,2.32,653.25
5186-PEIZU,no,female,0,no,no,35,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.25,0.64,617.65
5186-SAMNZ,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.5,2.32,69.5
